competitor_id,name,country,country_code
sr:competitor:150574,"Bondar, Anna",Hungary,HUN
sr:competitor:435794,"Zolotareva, Anastasia",Neutral,
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK
sr:competitor:406199,"Jacquemot, Elsa",France,FRA
sr:competitor:141892,"Carle, Maria",Argentina,ARG
sr:competitor:936009,"van Emst, Sarah",Netherlands,NLD
sr:competitor:45827,"Lechemia, Elixane",France,FRA
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA
sr:competitor:208105,"Arango, Emiliana",Colombia,COL
sr:competitor:750327,"Iatcenko, Polina",Neutral,
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR
sr:competitor:731427,"Micic, Elena",Australia,AUS
sr:competitor:378144,"Karatancheva, Lia",Bulgaria,BGR
sr:competitor:70822,"Morisaki, Kanako",Japan,JPN
sr:competitor:1020123,"Kovackova, Alena",Czechia,CZE
sr:competitor:233478,"Bayerlova, Michaela",Czechia,CZE
sr:competitor:256447,"Monnet, Carole",France,FRA
sr:competitor:264863,"Novak, Kristina",Slovenia,SVN
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN
sr:competitor:112957,"Jeanjean, Leolia",France,FRA
sr:competitor:282597,"Park, Sohyun",Republic of Korea,KOR
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA
sr:competitor:459317,"Nugroho, Priska Madelyn",Indonesia,IDN
sr:competitor:353358,"Tran, Lian",Netherlands,NLD
sr:competitor:382796,"Collins, Kylie",USA,USA
sr:competitor:254553,"Nagy, Adrienn",Hungary,HUN
sr:competitor:256547,"Parks, Alycia",USA,USA
sr:competitor:63220,"Ponchet, Jessika",France,FRA
sr:competitor:421379,"Rencheli, Abigail",USA,USA
sr:competitor:728507,"Dudeney, Alicia",Great Britain,GBR
sr:competitor:842594,"Li, Zongyu",China,CHN
sr:competitor:242630,"Osorio, Camila",Colombia,COL
sr:competitor:387110,"Lacasse, Raphaelle",Canada,CAN
sr:competitor:445421,"Selekhmeteva, Oksana",Neutral,
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT
sr:competitor:225468,"Vagramov, Alexandra",Canada,CAN
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA
sr:competitor:105063,"Gavrila, Oana",Romania,ROU
sr:competitor:261583,"Li, Ann",USA,USA
sr:competitor:66516,"Ayukawa, Mana",Japan,JPN
sr:competitor:473937,"Reasco Gonzalez, Mell Elizabeth",Ecuador,ECU
sr:competitor:217912,"Andreescu, Bianca",Canada,CAN
sr:competitor:19655,"Niculescu, Monica",Romania,ROU
sr:competitor:789688,"Ngounoue, Clervie",USA,USA
sr:competitor:1222991,"Kovackova, Jana",Czechia,CZE
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR
sr:competitor:132412,"Fita Boluda, Angela",Spain,ESP
sr:competitor:728549,"Valentova, Tereza",Czechia,CZE
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL
sr:competitor:47697,"Zheng, Saisai",China,CHN
sr:competitor:870983,"Saito, Sara",Japan,JPN
sr:competitor:476218,"Kawaguchi, Natsumi",Japan,JPN
sr:competitor:134532,"You, Xiaodi",China,CHN
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU
sr:competitor:380368,"Sebestova, Ivana",Czechia,CZE
sr:competitor:1115539,"Panshina, Varvara",Neutral,
sr:competitor:604242,"Dang, Yiming",China,CHN
sr:competitor:431743,"Okutoyi, Angella",Kenya,KEN
sr:competitor:341196,"Back, Dayeon",Republic of Korea,KOR
sr:competitor:1017327,"Samson, Laura",Czechia,CZE
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS
sr:competitor:340365,"Milovanovic, Elena",Serbia,SRB
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE
sr:competitor:745799,"Urgesi, Federica",Italy,ITA
sr:competitor:906635,"Shubladze, Alexandra",Neutral,
sr:competitor:1027515,"Du Pree, Britt",Netherlands,NLD
sr:competitor:420819,"Shaikh, Hibah",USA,USA
sr:competitor:98105,"Matoula, Martha",Greece,GRC
sr:competitor:115507,"Bolsova, Aliona",Spain,ESP
sr:competitor:624838,"Shi, Han",China,CHN
sr:competitor:812476,"Zaytseva, Ksenia",Neutral,
sr:competitor:504238,"Sierra, Solana",Argentina,ARG
sr:competitor:750329,"Candiotto, Ana",Brazil,BRA
sr:competitor:676251,"Wuerth, Tara",Croatia,HRV
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA
sr:competitor:122668,"Daniel, Jaeda",USA,USA
sr:competitor:217036,"Malygina, Elena",Estonia,EST
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,
sr:competitor:494296,"Steur, Joelle Lilly Sophie",Germany,DEU
sr:competitor:356694,"Lee, Carol Young Suh",USA,USA
sr:competitor:257691,"Hennemann, Caijsa Wilda",Sweden,SWE
sr:competitor:567285,"Hietaranta, Laura",Finland,FIN
sr:competitor:192130,"Blinkova, Anna",Neutral,
sr:competitor:61526,"Thombare, Prarthana",India,IND
sr:competitor:299310,"Sonmez, Zeynep",Turkiye,TUR
sr:competitor:337813,"Riera, Julia",Argentina,ARG
sr:competitor:515530,"Gomez Pezuela Cano, Marian",Mexico,MEX
sr:competitor:979575,"Stojsavljevic, Mika",Great Britain,GBR
sr:competitor:244216,"Giavara, Haley",USA,USA
sr:competitor:673491,"Szabo, Briana",Romania,ROU
sr:competitor:315663,"Barry, Monique",New Zealand,NZL
sr:competitor:221510,"Chiesa, Enola",Italy,ITA
sr:competitor:202803,"Bakhmutkina, Polina",Neutral,
sr:competitor:927441,"Paganetti, Vittoria",Italy,ITA
sr:competitor:292540,"Matsuda, Misaki",Japan,JPN
sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD
sr:competitor:679319,"Stoiana, Mary",USA,USA
sr:competitor:262701,"Hodzic, Mina",Germany,DEU
sr:competitor:380396,"Kalieva, Elvina",USA,USA
sr:competitor:870979,"Kinoshita, Hayu",Japan,JPN
sr:competitor:827398,"Stankovic, Anja",Serbia,SRB
sr:competitor:868599,"McDonald, Ella",Great Britain,GBR
sr:competitor:720627,"Senic, Natalija",Serbia,SRB
sr:competitor:50655,"Friedsam, Anna-Lena",Germany,DEU
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK
sr:competitor:378226,"Crawley, Fiona",USA,USA
sr:competitor:1020177,"Huang, Yujia",China,CHN
sr:competitor:799662,"Lincer, Olivia",USA,USA
sr:competitor:467037,"Kudermetova, Polina",Uzbekistan,UZB
sr:competitor:890199,"Dencheva, Rositsa",Bulgaria,BGR
sr:competitor:1008651,"Adams, Julia",USA,USA
sr:competitor:171354,"Romero, Camila",Ecuador,ECU
sr:competitor:45139,"Papamichail, Despina",Greece,GRC
sr:competitor:104929,"Tona, Miriana",Italy,ITA
sr:competitor:209418,"Hoedt, Merel",France,FRA
sr:competitor:300496,"Sawangkaew, Mananchaya",Thailand,THA
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR
sr:competitor:845268,"Korneeva, Alina",Neutral,
sr:competitor:505580,"Sahdiieva, Anita",Ukraine,UKR
sr:competitor:416473,"Reyngold, Ekaterina",Neutral,
sr:competitor:777872,"Bartashevich, Yara",France,FRA
sr:competitor:447703,"Sato, Hikaru",Japan,JPN
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE
sr:competitor:41359,"Yashina, Ekaterina",Neutral,
sr:competitor:118052,"Oz, Ipek",Turkiye,TUR
sr:competitor:510530,"Abe, Hiromi",Japan,JPN
sr:competitor:19520,"Maria, Tatjana",Germany,DEU
sr:competitor:1052227,"Maduzzi, Gaia",Italy,ITA
sr:competitor:833336,"Bertea, Elena Ruxandra",Romania,ROU
sr:competitor:858867,"Pace, Francesca",Italy,ITA
sr:competitor:505974,"Nguyen Tan, Lucie",France,FRA
sr:competitor:518748,"Rey Garcia, Alba",Spain,ESP
sr:competitor:577523,"Brantmeier, Reese",USA,USA
sr:competitor:967949,"Adkar, Vaishnavi",India,IND
sr:competitor:568103,"Tran, Demi",Netherlands,NLD
sr:competitor:786310,"Moyano, Luciana",Argentina,ARG
sr:competitor:209716,"Mansouri, Yasmine",France,FRA
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN
sr:competitor:567551,"Cabezas Dominguez, Sofia Elena",Venezuela,VEN
sr:competitor:675189,"Preston, Taylah",Australia,AUS
sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH
sr:competitor:108857,"Lewis, Mary",USA,USA
sr:competitor:286459,"Allen, Victoria",Great Britain,GBR
sr:competitor:234398,"Nahimana, Sada",Burundi,BDI
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD
sr:competitor:517006,"Martinez Vaquero, Maria",Spain,ESP
sr:competitor:289093,"Belgraver, Julie",France,FRA
sr:competitor:319461,"Hu, Victoria",USA,USA
sr:competitor:675193,"Costoulas, Sofia",Belgium,BEL
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR
sr:competitor:111767,"Nepliy, Elina",Neutral,
sr:competitor:918555,"Zeltina, Beatrise",Latvia,LVA
sr:competitor:242504,"Mattel, Marie",France,FRA
sr:competitor:797346,"Zelinskaya, Daria",Neutral,
sr:competitor:52273,"Brady, Jennifer",USA,USA
sr:competitor:201105,"Yuan, Chengyiyi",China,CHN
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ
sr:competitor:658439,"Khomutsianskaya, Daria",Neutral,
sr:competitor:310984,"Sato, Naho",Japan,JPN
sr:competitor:679485,"Tse, Elyse",New Zealand,NZL
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP
sr:competitor:933453,"Brockmann, Tessa Johanna",Germany,DEU
sr:competitor:812502,"Xu, Mingge",Great Britain,GBR
sr:competitor:195404,"Miyamoto, Ayumi",Japan,JPN
sr:competitor:352784,"Adeshina, Esther",Great Britain,GBR
sr:competitor:677411,"Barrera Aguirre, Isabella",USA,USA
sr:competitor:37638,"Sema, Erika",Japan,JPN
sr:competitor:111149,"Samir, Sandra",Egypt,EGY
sr:competitor:849553,"Yao, Xinxin",China,CHN
sr:competitor:51651,"Rosatello, Camilla",Italy,ITA
sr:competitor:857871,"de Stefano, Samira",Italy,ITA
sr:competitor:762764,"Daems, Josy",Germany,DEU
sr:competitor:143140,"Aney, Jessie",USA,USA
sr:competitor:61922,"Drazic, Mariana",Croatia,HRV
sr:competitor:801414,"Vandewinkel, Hanne",Belgium,BEL
sr:competitor:99429,"Hule, Petra",Australia,AUS
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA
sr:competitor:120664,"Pedretti, Thaisa Grana",Brazil,BRA
sr:competitor:324677,"Fullana, Luiza",Brazil,BRA
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK
sr:competitor:133080,"Hinojosa Gomez, Jessica",Mexico,MEX
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE
sr:competitor:206957,"Nagata, Anri",Japan,JPN
sr:competitor:283489,"Imamura, Saki",Japan,JPN
sr:competitor:133076,"Navarro Oliva, Maria Fernanda",Mexico,MEX
sr:competitor:99405,"Inglis, Maddison",Australia,AUS
sr:competitor:337811,"Ortenzi, Jazmin",Argentina,ARG
sr:competitor:41404,"Watson, Heather",Great Britain,GBR
sr:competitor:348216,"Argyrokastriti, Marianne",Greece,GRC
sr:competitor:932867,"Firman, Anastasiia",Ukraine,UKR
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN
sr:competitor:86894,"Shinde, Vasanti",India,IND
sr:competitor:154744,"Lee, Eunhye (2000)",Republic of Korea,KOR
sr:competitor:171026,"Tsygourova, Katerina",Switzerland,CHE
sr:competitor:790640,"Marcinko, Petra",Croatia,HRV
sr:competitor:403329,"Toth, Amarissa Kiara",Hungary,HUN
sr:competitor:586741,"Berecoechea, Nahia",France,FRA
sr:competitor:835864,"Podrez, Veronika",Ukraine,UKR
sr:competitor:179248,"Yoshioka, Kisa",Japan,JPN
sr:competitor:41480,"Garcia Perez, Georgina",Spain,ESP
sr:competitor:244184,"John-Baptiste, Lauryn",Great Britain,GBR
sr:competitor:59213,"Perez Garcia, Maria Paulina",Colombia,COL
sr:competitor:915371,"van Den Broek, Isis Louise",Netherlands,NLD
sr:competitor:513582,"Chaudhari, Vaidehi",India,IND
sr:competitor:262023,"Wang, Meiling",China,CHN
sr:competitor:233748,"El Jardi, Diae",Morocco,MAR
sr:competitor:78431,"Lodikova, Daria",Neutral,
sr:competitor:586739,"Ambrosio, Silvia",Italy,ITA
sr:competitor:60028,"Zeballos Melgar, Noelia",Bolivia,BOL
sr:competitor:965307,"Golovina, Maria",Neutral,
sr:competitor:947289,"Goto, Reina",Japan,JPN
sr:competitor:70970,"Bhatia, Riya",India,IND
sr:competitor:49963,"Omae, Akiko",Japan,JPN
sr:competitor:157368,"Kazionova, Ekaterina",Neutral,
sr:competitor:1098357,"Egorova, Daria",Neutral,
sr:competitor:505998,"Zamarripa, Maribella",USA,USA
sr:competitor:227342,"Thompson, Belle",Australia,AUS
sr:competitor:341112,"Zakharova, Anastasia",Neutral,
sr:competitor:185412,"Labrana, Fernanda",Chile,CHL
sr:competitor:129430,"Cervino Ruiz, Celia",Spain,ESP
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN
sr:competitor:341238,"Boehner, Laura",Germany,DEU
sr:competitor:948061,"Gonzalez Daniele, Justina Maria",Argentina,ARG
sr:competitor:389048,"Weckerle, Marie",Luxembourg,LUX
sr:competitor:18919,"Lepchenko, Varvara",USA,USA
sr:competitor:315609,"Kraus, Sinja",Austria,AUT
sr:competitor:79443,"Cabrera, Lizette",Australia,AUS
sr:competitor:627510,"Im, Heerae",Republic of Korea,KOR
sr:competitor:55793,"Chiesa, Deborah",Italy,ITA
sr:competitor:673521,"Vogt, Marie",Germany,DEU
sr:competitor:620340,"Korokozidi, Elena",Greece,GRC
sr:competitor:739667,"Pedone, Giorgia",Italy,ITA
sr:competitor:406401,"Ivanov, Valentina",New Zealand,NZL
sr:competitor:515432,"Ruggeri, Jennifer",Italy,ITA
sr:competitor:770242,"Basiletti, Noemi",Italy,ITA
sr:competitor:858079,"Bulatova, Arina",Neutral,
sr:competitor:955421,"Stusek, Julia",Germany,DEU
sr:competitor:121760,"Anshba, Amina",Neutral,
sr:competitor:217056,"Cortez Llorca, Lucia",Spain,ESP
sr:competitor:513666,"Stevens, Amy",Australia,AUS
sr:competitor:244985,"Lahey, Ashley",USA,USA
sr:competitor:938103,"Hamilton, Alanis",USA,USA
sr:competitor:46661,"Gamiz, Andrea",Venezuela,VEN
sr:competitor:771430,"Naef, Celine",Switzerland,CHE
sr:competitor:1045543,"Bennemann, Eva",Germany,DEU
sr:competitor:234150,"Potapova, Anastasia",Austria,AUT
sr:competitor:783792,"Kabbaj, Yasmine",Morocco,MAR
sr:competitor:875507,"Voloshchuk, Angelina",Portugal,PRT
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX
sr:competitor:960043,"Zolotareva, Rada",Neutral,
sr:competitor:836764,"Lim, Jenny",France,FRA
sr:competitor:743423,"Cirotte, Astrid",France,FRA
sr:competitor:169960,"Leon, Sabastiani",Mexico,MEX
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR
sr:competitor:273849,"Voracek, Eva Marie",Germany,DEU
sr:competitor:120722,"Alhussein Abdel Aziz, Lamis",Egypt,EGY
sr:competitor:395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND
sr:competitor:373362,"Gerald Gonzalez, Jimar Geraldine",Chile,CHL
sr:competitor:341216,"Charaeva, Alina",Neutral,
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU
sr:competitor:196552,"Villet, Marie",France,FRA
sr:competitor:628190,"Sobolieva, Anastasiia",Ukraine,UKR
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR
sr:competitor:1116289,"Leme Da Silva, Nauhany Vitoria",Brazil,BRA
sr:competitor:1020179,"Zhu, Chenting",China,CHN
sr:competitor:898261,"Yesypchuk, Daria",Ukraine,UKR
sr:competitor:535801,"Schunk, Nastasja",Germany,DEU
sr:competitor:282057,"Guo, Meiqi",China,CHN
sr:competitor:842634,"Feistel, Gina",Poland,POL
sr:competitor:280989,"Kawamura, Mana",Japan,JPN
sr:competitor:869687,"Matsuda, Rinko",Japan,JPN
sr:competitor:128638,"Sebov, Katherine",Canada,CAN
sr:competitor:132370,"Kasatkina, Daria",Australia,AUS
sr:competitor:179146,"Kalinskaya, Anna",Neutral,
sr:competitor:1164921,"Lombardini, Marta",Italy,ITA
sr:competitor:83607,"Capurro Taborda, Martina",Argentina,ARG
sr:competitor:911661,"de Zeeuw, Joy",Netherlands,NLD
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE
sr:competitor:113079,"Grabher, Julia",Austria,AUT
sr:competitor:915635,"Zhiyenbayeva, Sonja",Kazakhstan,KAZ
sr:competitor:405105,"Evans, Kailey",USA,USA
sr:competitor:904237,"Kim, Eunchae",Republic of Korea,KOR
sr:competitor:1073106,"Alicea, Samantha",USA,USA
sr:competitor:360054,"Allen, Kolie",USA,USA
sr:competitor:840734,"Walker, Brandy",USA,USA
sr:competitor:1279439,"Breaz, Alesia",Romania,ROU
sr:competitor:382264,"Tanguilig, Carson",USA,USA
sr:competitor:315623,"Wang, Jiaqi",China,CHN
sr:competitor:152708,"Brune Olsen, Astrid Wanja",Norway,NOR
sr:competitor:786086,"Arystanbekova, Asylzhan",Kazakhstan,KAZ
sr:competitor:1038811,"Dyussebay, Ingkar",Kazakhstan,KAZ
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC
sr:competitor:822586,"Munk Mortensen, Rebecca",Denmark,DNK
sr:competitor:518838,"Yang, Ya Yi",Chinese Taipei,TPE
sr:competitor:208229,"Ngounoue, Malkia",USA,USA
sr:competitor:784280,"Prozorova, Tatiana",Neutral,
sr:competitor:23082,"Rodionova, Arina",Australia,AUS
sr:competitor:788274,"Rokusek, Sarah",Australia,AUS
sr:competitor:915657,"Hejtmanek, Amelie Justine",Czechia,CZE
sr:competitor:447759,"Katsumi, Nanari",Japan,JPN
sr:competitor:310982,"Naklo, Thasaporn",Thailand,THA
sr:competitor:63682,"Lazaro Garcia, Andrea",Spain,ESP
sr:competitor:46650,"Kolb, Nadiia",Ukraine,UKR
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE
sr:competitor:450331,"Granwehr, Alina",Switzerland,CHE
sr:competitor:972259,"Todoni, Cristiana Nicoleta",Romania,ROU
sr:competitor:72634,"Ozeki, Michika",Japan,JPN
sr:competitor:1073852,"Goncharova, Anastasia",USA,USA
sr:competitor:1073856,"Tattini, Madison",USA,USA
sr:competitor:226170,"Urrutia, Maria Florencia",Argentina,ARG
sr:competitor:153744,"Pereira, Rebeca",Brazil,BRA
sr:competitor:448089,"Dittmann, Gina Marie",Germany,DEU
